subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
cc(C=O)c,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0044893378226711555
ccccc,5.166666666666667,4.75,0.9987261494308298,7.0,5.5,0.9895875212220555,0.00446127946127946
cC=O,0.3333333333333333,2.0,0.5916727785823274,0.6666666666666666,0.0,0.0,0.004329004329004329
Ccc[nH],0.0,0.25,0.0,0.0,0.0,,0.004329004329004329
NC(=O)co,0.0,0.25,0.0,0.0,0.0,,0.004208754208754209
CC(C)cc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.004208754208754209
CN(C=O)C,0.0,0.25,0.0,0.0,0.0,,0.004208754208754208
CNCC,0.0,1.0,0.0,0.0,0.0,,0.004208754208754208
cc(NC)cC,0.0,0.25,0.0,0.0,0.0,,0.003787878787878788
cC(c)=O,0.0,0.5,0.0,0.0,0.0,,0.003787878787878788
CNC(C)C,0.3333333333333333,0.0,0.0,0.0,0.0,,0.003787878787878788
Ccc,0.0,0.25,0.0,0.0,0.0,,0.003787878787878787
cCCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003757816257816259
cc(O)cC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003607503607503608
Cc(c)cc,0.0,0.25,0.0,0.0,0.5,0.0,0.003607503607503608
ccc(NC)c,0.0,0.25,0.0,0.0,0.0,,0.003607503607503608
ccC=O,0.16666666666666666,0.75,0.6840384356390417,0.3333333333333333,0.0,0.0,0.003607503607503608
CC(C)N,1.3333333333333333,0.0,0.0,0.0,3.0,0.0,0.003607503607503607
CC(=O)O,1.1666666666666667,0.0,0.0,0.0,0.0,,0.003607503607503607
cNCCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0033670033670033673
c[nH]c(c)c,0.0,0.25,0.0,0.0,0.0,,0.0033670033670033673
Ccc(O)c,0.5,0.0,0.0,0.0,0.0,,0.0033670033670033673
cCN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.00320666987333654
ccc(c)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0028860028860028864
OCCO,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.002805836139169473
ccco,0.0,0.5,0.0,0.0,0.0,,0.002705627705627705
Cc(c)ccc,0.0,0.25,0.0,0.0,0.0,,0.002705627705627705
CCC(=O)O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.002705627705627704
CCC=O,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0025252525252525255
cCCC=O,0.5,0.0,0.0,0.0,0.0,,0.0025252525252525255
cOcc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0025252525252525255
cNCCNCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0024050024050024047
CNCCN,0.16666666666666666,1.0,0.5916727785823274,0.0,0.0,,0.0016434183100849757
CCNCC,0.5,1.0,0.9182958340544894,0.0,0.0,,0.001262626262626263
CC(C)O,0.6666666666666666,0.0,0.0,0.0,1.5,0.0,0.00036075036075036156
ccc(CC)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.00036075036075036156
CCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
c[nH]c,0.0,0.5,0.0,0.0,0.0,,0.0
CN,0.3333333333333333,0.75,0.8904916402194913,0.0,0.5,0.0,0.0
CC(=O)N,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
cccccO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cNC,0.0,0.25,0.0,0.0,1.0,0.0,0.0
cccc(N)c,0.0,0.25,0.0,0.0,0.0,,0.0
CNcc,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
ccCCC,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0
ccccNCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CNc,0.16666666666666666,0.25,0.9709505944546685,0.3333333333333333,0.0,0.0,0.0
cccccC,0.16666666666666666,0.5,0.8112781244591328,0.0,0.0,,0.0
cc(C=O)cO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccccO,1.0,0.25,0.7219280948873623,0.6666666666666666,0.0,0.0,0.0
cc(c)c,0.0,0.5,0.0,1.0,0.0,0.0,0.0
cc(NCC)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccccccN,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
cccNCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCNCCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccNC,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
O=CO,2.5,0.0,0.0,3.3333333333333335,0.0,0.0,0.0
ccC(N)=O,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
cc(N)cC,0.0,0.25,0.0,0.0,0.0,,0.0
ccN,0.3333333333333333,0.25,0.9852281360342514,0.6666666666666666,0.0,0.0,0.0
cCC,1.6666666666666667,0.75,0.893571101654191,0.0,0.0,,0.0
cC,0.16666666666666666,0.25,0.9709505944546685,0.6666666666666666,0.0,0.0,0.0
NCCO,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0
cccN,0.16666666666666666,0.25,0.9709505944546685,0.3333333333333333,0.5,0.9709505944546685,0.0
CC(O)CO,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
CC(O)CN,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
Ccoc,0.0,0.5,0.0,0.0,0.0,,0.0
cco,0.0,0.75,0.0,0.0,0.0,,0.0
cNCC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
cN(C)CC,0.0,0.25,0.0,0.0,0.0,,0.0
cCC(C)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
coc,0.0,0.75,0.0,0.0,0.0,,0.0
cOCCO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccNCC,0.0,0.25,0.0,0.0,0.0,,0.0
CCccO,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
cccccOC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cCc(c)c,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
cCCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccCC,0.5,0.0,0.0,0.0,0.0,,0.0
c[C@@H](C)C=O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
