subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
cCCC,0.5,0.0,0.0,0.0,0.0,,0.006313131313131313
Cc(c)ccc,0.0,0.25,0.0,0.0,0.0,,0.006012506012506013
CC,0.5,2.0,0.7219280948873623,0.0,1.5,0.0,0.005772005772005773
cc(CN)c,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.005757575757575757
ccCcc,0.0,0.25,0.0,0.0,0.5,0.0,0.00541125541125541
c1ccoc1,0.0,0.25,0.0,0.0,0.0,,0.004734848484848485
ccC(N)=O,0.3333333333333333,0.5,0.9709505944546685,0.3333333333333333,0.0,0.0,0.004629629629629629
Ccccc,0.0,0.75,0.0,0.6666666666666666,1.5,0.8904916402194913,0.0044893378226711555
ccccc(C)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0044893378226711555
cCN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0044893378226711555
O=CO,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0044893378226711555
ccc[nH]cc,0.0,0.25,0.0,0.0,0.0,,0.004389129389129388
cccC,2.1666666666666665,1.5,0.976020648236615,0.6666666666666666,0.0,0.0,0.004329004329004329
CCCO,0.6666666666666666,0.0,0.0,0.0,0.0,,0.004329004329004329
cccc(N)cc,0.0,0.25,0.0,0.0,0.0,,0.004208754208754208
cccco,0.0,0.25,0.0,0.0,0.0,,0.004208754208754208
cCC,0.8333333333333334,0.5,0.954434002924965,0.0,0.0,,0.004208754208754208
cC,0.0,0.25,0.0,0.0,0.0,,0.00404040404040404
ccc(OC)c,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.003787878787878788
cNC,0.0,0.5,0.0,0.0,0.0,,0.003787878787878788
cc(OC)c,0.3333333333333333,0.25,0.9852281360342514,1.3333333333333333,0.0,0.0,0.003787878787878788
ccccCN,0.0,0.25,0.0,0.0,0.0,,0.003607503607503608
cC(=O)Ncc,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.003607503607503608
NC(=O)co,0.0,0.5,0.0,0.0,0.0,,0.003607503607503608
CN(C)C,0.5,0.75,0.9709505944546688,0.0,0.0,,0.003607503607503607
cc(O)c,0.5,0.0,0.0,0.6666666666666666,1.0,0.9709505944546685,0.0033670033670033673
cccCCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003367003367003367
ccc(C)c,1.1666666666666667,1.0,0.9957274520849257,0.6666666666666666,0.0,0.0,0.00320666987333654
CCCNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.00320666987333654
cc(O)cC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003156565656565657
cNCCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0031565656565656565
ccccO,0.8333333333333334,0.5,0.954434002924965,0.3333333333333333,1.0,0.8112781244591328,0.0028860028860028864
cc(C=O)o,0.0,0.5,0.0,0.0,0.0,,0.0028058361391694727
cC(c)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.002705627705627704
ccN,0.16666666666666666,0.5,0.8112781244591328,0.6666666666666666,0.5,0.9852281360342514,0.002618780396558176
CC(C)O,0.16666666666666666,0.0,0.0,0.0,3.0,0.0,0.0025252525252525255
ccN(C)CCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0024050024050024047
cC(N)=O,0.8333333333333334,0.5,0.954434002924965,0.3333333333333333,0.0,0.0,0.002148468815135483
ccOCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0021043771043771043
CCNCC,0.5,0.75,0.9709505944546688,0.0,0.0,,0.0015031265031265036
cc(c)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0014430014430014432
ccNCC,0.16666666666666666,0.5,0.8112781244591328,0.0,0.5,0.0,0.0012626262626262619
Oc1ccccc1,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0012025012025012024
cc(C)cN,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.000808080808080808
ccCCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0004509379509379517
cco,0.0,0.75,0.0,0.0,0.0,,0.0
cccoc,0.0,0.5,0.0,0.0,0.0,,0.0
ccNC=O,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
CC(=O)N,0.5,0.0,0.0,0.0,0.0,,0.0
ccco,0.0,0.75,0.0,0.0,0.0,,0.0
ccc(c)[nH],0.0,0.25,0.0,0.0,0.0,,0.0
c[nH]c(c)c,0.0,0.25,0.0,0.0,0.0,,0.0
CCCcc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccccCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCN(C)C,0.5,0.5,1.0,0.0,0.0,,0.0
ccCCCNcc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccOC,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
CO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
coc,0.0,0.25,0.0,0.0,0.0,,0.0
Cco,0.0,0.25,0.0,0.0,0.0,,0.0
CccccC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCCc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
Cc(c)cc,0.16666666666666666,1.0,0.5916727785823274,0.3333333333333333,0.0,0.0,0.0
NC=O,0.3333333333333333,0.25,0.9852281360342514,0.6666666666666666,0.0,0.0,0.0
cCcc,0.3333333333333333,0.5,0.9709505944546685,0.0,1.0,0.0,0.0
cccc(O)c,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
ccOC,0.3333333333333333,0.25,0.9852281360342514,0.6666666666666666,0.5,0.9852281360342514,0.0
CNc,0.0,0.25,0.0,0.0,0.5,0.0,0.0
cCCO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CNcc,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.9709505944546685,0.0
cCNc,0.0,0.25,0.0,0.0,0.0,,0.0
cccNC,0.0,0.25,0.0,0.0,0.0,,0.0
cN(C)C,0.0,0.5,0.0,0.0,0.0,,0.0
cc(c)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CNc(c)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCCccN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CccN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
Cc(c)o,0.0,0.75,0.0,0.0,0.0,,0.0
CCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
C=O,0.0,0.25,0.0,0.0,0.0,,0.0
NCCN,0.8333333333333334,0.25,0.7793498372920852,0.0,1.5,0.0,0.0
CNCCNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccc(C=O)c,0.0,0.25,0.0,0.0,0.0,,0.0
cccCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccCC(C)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CC(=O)O,1.0,0.0,0.0,0.0,0.0,,0.0
cC(C)C=O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCC(=O)O,1.0,0.0,0.0,0.0,0.0,,0.0
CC(C)cc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CN(C)CC,0.0,0.25,0.0,0.0,0.0,,0.0
ccccc(c)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccc(c)N,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
ccCC,0.6666666666666666,0.5,0.9852281360342514,0.0,0.0,,0.0
ccCCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cCC(C)C,0.5,0.0,0.0,0.0,0.0,,0.0
CC(C)C,3.3333333333333335,0.0,0.0,0.0,0.0,,0.0
cCC(=O)O,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
Cccccc,0.16666666666666666,0.25,0.9709505944546685,0.3333333333333333,0.0,0.0,0.0
ccccNCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cC(C)C,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
cC(=O)NC,0.0,0.25,0.0,0.0,0.0,,0.0
ccccC=O,0.0,0.25,0.0,0.0,0.0,,0.0
C[C@@H](c)C,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0
CNCC,0.0,0.25,0.0,0.0,0.0,,0.0
CC(C)(C)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CC(C)N,1.0,0.0,0.0,0.0,1.5,0.0,0.0
OCCO,0.5,0.0,0.0,0.0,0.5,0.0,0.0
CC(O)CN,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
CNCCO,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
cccN,0.5,0.5,1.0,0.6666666666666666,0.5,0.9852281360342514,0.0
CNC(C)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCCN,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0
cNCCNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCNCCN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
Ccc,0.16666666666666666,0.25,0.9709505944546685,0.6666666666666666,0.5,0.9852281360342514,0.0
Cc(c)c,0.16666666666666666,0.25,0.9709505944546685,0.3333333333333333,1.0,0.8112781244591328,0.0
cOCCO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
Cc(c)cO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cOCC(C)O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
NCCO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
