subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
O=CO,1.8333,0.0000,0.0000,3.6667,0.0000,0.0000,0.0036
ccCN,0.1667,0.0000,0.0000,0.3333,0.0000,0.0000,0.0036
CN(C)CCN,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
Ccccco,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
CC(C)(C)N,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0034
Cc(c)ccc,0.0000,0.2500,0.0000,0.0000,0.5000,0.0000,0.0032
ccNC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0032
cCCN,0.0000,0.5000,0.0000,0.0000,0.0000,,0.0026
Ccc,0.0000,0.2500,0.0000,0.3333,0.0000,0.0000,0.0025
CC(C)N,1.0000,0.0000,0.0000,0.0000,2.5000,0.0000,0.0024
cN(CC)CC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0024
cccccNC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0022
ccccc(O)c,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0017
