subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
cccc,8.333333333333334,13.75,0.9561550236844027,11.666666666666666,9.5,0.992428450602576,0.07170915504248836
CN,0.0,1.25,0.0,0.0,0.0,,0.05194805194805195
cccC=O,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.04503367003367004
cC=O,0.0,1.5,0.0,0.6666666666666666,0.0,0.0,0.03699695366362033
ccc,8.5,7.0,0.9932338197397066,11.333333333333334,8.5,0.9852281360342515,0.03675845759179093
ccccc,4.5,4.25,0.9994110647387552,9.0,10.0,0.9980008838722995,0.033485650152316825
ccc(C)c,1.5,2.0,0.9852281360342515,0.6666666666666666,0.0,0.0,0.028222703222703226
cCCC,1.1666666666666667,0.0,0.0,0.0,0.0,,0.026845839345839343
ccccC,1.5,0.25,0.5916727785823274,0.3333333333333333,0.0,0.0,0.02471139971139971
CCN,0.6666666666666666,1.75,0.8497511372532974,0.0,3.0,0.0,0.022727272727272728
cccccc,1.8333333333333333,1.0,0.9366673818775625,3.0,3.5,0.9957274520849256,0.0207631874298541
Ccccc,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.01818449040671263
ccC=O,0.0,1.25,0.0,0.6666666666666666,0.0,0.0,0.017676767676767676
ccO,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.9852281360342514,0.015873015873015872
cc[nH],0.0,1.0,0.0,0.0,0.0,,0.015712682379349047
CCCO,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.015628392771249916
cN(C)C,0.5,1.75,0.7642045065086203,0.0,0.0,,0.015552348885682217
NC=O,1.8333333333333333,1.75,0.9996098363678071,0.3333333333333333,0.5,0.9709505944546685,0.014288119288119286
ccoc,0.0,1.0,0.0,0.0,0.0,,0.013888888888888888
cCC(C)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.01346801346801347
cccCC,0.5,0.0,0.0,0.0,0.0,,0.013468013468013467
CCC,5.833333333333333,0.0,0.0,0.0,3.0,0.0,0.013047138047138048
ccc[nH],0.0,0.5,0.0,0.0,0.0,,0.012974987974987974
CNC,1.1666666666666667,3.0,0.8554508105601307,0.0,2.0,0.0,0.012404601571268239
ccN(C)C,0.0,0.25,0.0,0.0,0.0,,0.011854657687991021
c[nH],0.0,0.25,0.0,0.0,0.0,,0.011223344556677887
cc(C=O)c,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.010942760942760942
CC=O,0.6666666666666666,0.0,0.0,0.0,1.5,0.0,0.010606060606060608
C1CNCCN1,0.0,0.25,0.0,0.0,0.0,,0.0101010101010101
cCC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.009820426487093152
cOCC,0.0,0.5,0.0,0.0,0.5,0.0,0.009680134680134681
ccc(c)[nH],0.0,0.25,0.0,0.0,0.0,,0.009680134680134681
c[nH]c,0.0,0.5,0.0,0.0,0.0,,0.008818342151675485
CC,0.6666666666666666,1.0,0.9709505944546685,0.0,1.0,0.0,0.008206784397260589
ccc(O)c,0.3333333333333333,0.25,0.9852281360342514,0.3333333333333333,0.5,0.9709505944546685,0.007996632996632997
O=Cco,0.0,0.25,0.0,0.0,0.0,,0.007876382876382875
c1ccccc1,0.5,1.25,0.8631205685666311,0.6666666666666666,1.0,0.9709505944546685,0.007575757575757574
ccCNC,0.0,0.25,0.0,0.0,0.0,,0.007395382395382396
cccC,1.8333333333333333,2.25,0.9924760039430819,0.3333333333333333,0.0,0.0,0.007395382395382394
cc(OC)c,0.0,0.25,0.0,0.0,0.5,0.0,0.007295173961840628
cC(=O)NC,0.0,0.5,0.0,0.0,0.0,,0.006974506974506974
cCNc,0.0,0.25,0.0,0.0,0.0,,0.006914381914381912
cNCCNC,0.0,0.25,0.0,0.0,0.0,,0.006814173480840148
ccC,2.1666666666666665,2.25,0.9997431860710851,1.6666666666666667,0.0,0.0,0.006734006734006734
CNCCN,0.5,0.0,0.0,0.0,0.0,,0.0065993265993266
CCNccC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.006573673240339906
coc,0.0,0.25,0.0,0.0,0.0,,0.006493506493506493
ccCC,1.3333333333333333,0.25,0.6292492238560347,0.0,0.0,,0.006493506493506493
cccc(N)c,0.0,0.25,0.0,0.0,0.0,,0.006313131313131313
cCCC=O,0.5,0.0,0.0,0.0,0.0,,0.006313131313131313
CN(C)C,0.3333333333333333,1.5,0.6840384356390417,0.0,0.0,,0.006012506012506011
cc[nH]c,0.0,0.25,0.0,0.0,0.0,,0.005892255892255892
cc(N)c,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.005892255892255892
CCNC,1.6666666666666667,1.25,0.9852281360342515,0.0,2.0,0.0,0.005892255892255892
Cccccc,0.0,0.25,0.0,0.0,0.0,,0.005852172518839187
CCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.005772005772005772
CNcc,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.005772005772005772
CCN(C)C,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0056116722783389455
Cc(c)c,0.0,0.25,0.0,0.6666666666666666,0.0,0.0,0.0056116722783389455
ccco,0.0,0.75,0.0,0.0,0.0,,0.0056116722783389455
CO,1.3333333333333333,0.25,0.6292492238560347,2.0,0.0,0.0,0.005291005291005292
CccN,0.0,0.25,0.0,0.6666666666666666,0.0,0.0,0.0044893378226711555
CNCCNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0044893378226711555
cNC(=O)C,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0044893378226711555
CC(C)C,3.3333333333333335,0.0,0.0,0.0,0.0,,0.0044893378226711555
ccccccO,0.0,0.25,0.0,0.0,0.0,,0.0044893378226711555
ccNC=O,0.0,0.75,0.0,0.6666666666666666,0.0,0.0,0.0044893378226711555
cOC,1.0,0.75,0.9852281360342515,4.333333333333333,0.0,0.0,0.004329004329004329
CC(=O)O,2.0,0.0,0.0,0.0,0.0,,0.004329004329004329
CCNCC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.5,0.0,0.0042087542087542095
cocC=O,0.0,0.25,0.0,0.0,0.0,,0.004208754208754209
cC(=O)cc,0.0,0.75,0.0,0.0,0.0,,0.004208754208754208
cccco,0.0,0.25,0.0,0.0,0.0,,0.004208754208754208
c[nH]c(c)c,0.0,0.25,0.0,0.0,0.0,,0.003787878787878788
cccCN,0.0,0.5,0.0,0.0,0.0,,0.003787878787878788
cN1CCNCC1,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003787878787878788
cCN(C)C,0.0,0.25,0.0,0.0,0.0,,0.003787878787878788
cCc,0.0,0.25,0.0,0.0,0.0,,0.003787878787878788
cC(c)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003607503607503608
CCO,1.0,4.25,0.7024665512903904,0.0,3.5,0.0,0.003607503607503608
CNCC,0.0,0.25,0.0,0.0,0.0,,0.003607503607503608
O=CO,1.8333333333333333,0.0,0.0,3.6666666666666665,0.0,0.0,0.003607503607503607
ccCN,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.003607503607503607
NCCN,0.16666666666666666,1.25,0.5225593745369407,0.0,0.0,,0.0033670033670033673
CN(C)CCN,0.0,0.25,0.0,0.0,0.0,,0.0033670033670033673
Ccccco,0.0,0.25,0.0,0.0,0.0,,0.003367003367003367
CC(C)(C)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003367003367003367
ccOC,0.6666666666666666,0.75,0.9975025463691153,1.6666666666666667,0.5,0.7793498372920852,0.0032567740901074237
Cc(c)ccc,0.0,0.25,0.0,0.0,0.5,0.0,0.003232323232323232
ccNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003156565656565657
cC(N)=O,1.1666666666666667,1.25,0.999142103991909,2.0,0.0,0.0,0.002918069584736252
cCCN,0.0,0.5,0.0,0.0,0.0,,0.002618780396558176
Ccc,0.0,0.25,0.0,0.3333333333333333,0.0,0.0,0.0025252525252525255
CC(C)N,1.0,0.0,0.0,0.0,2.5,0.0,0.0024050024050024047
cN(CC)CC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0024050024050024047
ccc(N)c,0.3333333333333333,0.25,0.9852281360342514,0.0,0.0,,0.0024050024050024047
cccccNC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0022446689113355786
ccccc(O)c,0.0,0.25,0.0,0.0,0.0,,0.0016835016835016834
cc(C)c,1.5,1.25,0.9940302114769566,0.6666666666666666,0.0,0.0,0.0010020843354176688
cNC=O,0.16666666666666666,0.75,0.6840384356390417,0.3333333333333333,0.0,0.0,0.0
ccCCC(=O)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
Cc(cO)cc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
