subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
cOCCC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0062
cccCCN,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0059
Cc(o)cc,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0059
ccccNC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0058
cccN(C)C,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0058
cN(C)C,0.0000,0.5000,0.0000,0.0000,0.0000,,0.0056
NC=O,0.6667,0.0000,0.0000,0.0000,0.0000,,0.0049
c[C@@H](C)C(=O)O,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0048
CC(C)C,4.3333,0.0000,0.0000,0.0000,0.0000,,0.0045
CCNCCN,0.3333,0.0000,0.0000,0.0000,0.0000,,0.0045
cCccN,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0045
CccOC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0043
cC(c)=O,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0043
ccc(N)cc,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0042
ccoc,0.0000,1.0000,0.0000,0.0000,0.0000,,0.0042
CNcc,0.0000,0.7500,0.0000,0.0000,0.5000,0.0000,0.0042
cC=O,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0042
ccc(c)c[nH],0.0000,0.2500,0.0000,0.0000,0.0000,,0.0042
ccCCN,0.0000,0.5000,0.0000,0.0000,0.0000,,0.0038
cCccc,0.0000,0.7500,0.0000,0.0000,0.0000,,0.0038
NCCO,0.1667,0.0000,0.0000,0.0000,0.5000,0.0000,0.0038
ccc(C=O)c,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0036
Ccc,0.0000,1.2500,0.0000,0.3333,0.0000,0.0000,0.0036
ccc[nH]c,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0036
cNCCC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0036
ccc(OC)c,0.3333,0.0000,0.0000,0.3333,0.0000,0.0000,0.0036
cC(=O)NC,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
NCCCO,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0034
cOCC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0034
cccC=O,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
cOccc,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0034
CCN(C=O)C,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
c1ccoc1,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0034
CCCNCC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0032
CC(C)O,1.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.0032
cCcc,0.0000,0.2500,0.0000,0.0000,2.0000,0.0000,0.0032
O=CO,1.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0028
CN,0.0000,0.2500,0.0000,0.0000,0.0000,,0.0027
Cc(c)c(O)c,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0025
cc(c)[nH],0.0000,0.2500,0.0000,0.0000,0.0000,,0.0024
ccCCC,0.1667,0.0000,0.0000,0.0000,0.0000,,0.0014
cOc(c)c,0.3333,0.0000,0.0000,0.0000,0.0000,,0.0012
ccccCC,0.3333,0.0000,0.0000,0.0000,0.0000,,0.0009
CC(=O)O,1.3333,0.0000,0.0000,0.0000,0.0000,,0.0004
cC(C)C,0.3333,0.0000,0.0000,0.0000,0.0000,,0.0002
