subgraph,Support (Train); F_0,Support (Train); F_1,Entropy (Train),Support (Valid); F_0,Support (Valid); F_1,Entropy (Valid),Importance
cNCCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.003607503607503607
cOcc,0.3333333333333333,0.0,0.0,0.0,0.0,,0.003607503607503607
cccccc,1.5,2.0,0.9852281360342515,2.3333333333333335,2.0,0.9957274520849257,0.0034371492704826033
co,0.0,0.25,0.0,0.0,0.0,,0.0033670033670033673
CC(C)O,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.003367003367003367
CN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.5,0.0,0.003367003367003367
cNCC,0.5,0.25,0.9182958340544894,0.0,0.0,,0.003367003367003367
CCN,1.5,1.5,1.0,0.0,2.5,0.0,0.003367003367003367
CCNC,1.8333333333333333,2.0,0.9986359641585719,0.0,4.0,0.0,0.003367003367003367
ccc(O)c,0.3333333333333333,0.25,0.9852281360342514,0.0,0.0,,0.0033285233285233287
cc(CN)o,0.0,0.25,0.0,0.0,0.0,,0.003273475495697717
cccN(C)C,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.00320666987333654
CCO,1.5,5.0,0.7793498372920851,0.0,2.0,0.0,0.0028860028860028864
ccCCC,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0028860028860028864
ccOCC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.5,0.0,0.0028058361391694727
ccc(c)[nH],0.0,0.5,0.0,0.0,0.0,,0.0027272727272727275
CCCc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.002705627705627705
cCC(C)C,0.6666666666666666,0.0,0.0,0.0,0.0,,0.002705627705627705
cOC,0.8333333333333334,0.75,0.9980008838722995,3.3333333333333335,0.5,0.5586293734521992,0.002705627705627704
cccCC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0026936026936026937
cc[nH]c,0.0,0.5,0.0,0.0,0.0,,0.0026936026936026937
Ccccc,0.0,0.25,0.0,0.0,1.0,0.0,0.002618780396558176
cc(O)ccC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0024050024050024047
cccO,1.0,0.5,0.9182958340544894,0.3333333333333333,0.5,0.9709505944546685,0.0024050024050024047
cOCCO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0022446689113355786
ccoc,0.0,0.25,0.0,0.0,0.0,,0.0022446689113355786
NCCN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.5,0.0,0.0021043771043771043
CNCCN,0.16666666666666666,1.0,0.5916727785823274,0.0,0.0,,0.00202020202020202
cCC,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0006734006734006737
Ccoc,0.0,0.25,0.0,0.0,0.0,,0.0
cC(C)C,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
CCCO,0.3333333333333333,0.0,0.0,0.0,1.5,0.0,0.0
NC=O,2.0,1.75,0.9967916319816367,1.3333333333333333,0.5,0.8453509366224364,0.0
O=CO,2.1666666666666665,0.0,0.0,2.3333333333333335,0.0,0.0,0.0
cc,0.8333333333333334,0.5,0.954434002924965,0.6666666666666666,0.0,0.0,0.0
C[C@H](C)ccc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
C[C@@H](c)C,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
ccc(CC)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cCN,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
cNC(c)=O,0.0,0.25,0.0,0.0,0.0,,0.0
coc,0.0,0.25,0.0,0.0,0.0,,0.0
cccNC,0.0,0.25,0.0,0.0,0.0,,0.0
CNccC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cC(C)cc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
Cc1ccco1,0.0,0.25,0.0,0.0,0.0,,0.0
CNc(c)c,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0
cc(cC)N,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CN(C)CCNC,0.0,0.25,0.0,0.0,0.0,,0.0
cNC(=O)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CNCCNC,0.0,0.25,0.0,0.0,0.0,,0.0
cCcc,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
cCCC=O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CN(C)CC,0.0,0.25,0.0,0.0,0.0,,0.0
cccNCC,0.0,0.25,0.0,0.0,0.0,,0.0
ccccccC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cccOC,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0
c1ccoc1,0.0,0.25,0.0,0.0,0.0,,0.0
NCccO,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cOCCCN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccO,0.5,0.25,0.9182958340544894,0.3333333333333333,1.0,0.8112781244591328,0.0
ccOcc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cOc,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cOc(c)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cC,0.16666666666666666,0.25,0.9709505944546685,0.3333333333333333,0.0,0.0,0.0
cccccC,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0
ccCN,0.3333333333333333,0.25,0.9852281360342514,0.0,0.0,,0.0
CccccCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CccN,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CNcc,0.3333333333333333,0.0,0.0,0.6666666666666666,0.5,0.9852281360342514,0.0
ccNC=O,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
cC(c)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cc(CC)c,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
cccc(C)c,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
cCCC,0.6666666666666666,0.0,0.0,0.0,0.0,,0.0
ccCC=O,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
CCNC=O,0.0,0.25,0.0,0.0,0.0,,0.0
CNC=O,0.0,0.5,0.0,0.0,0.5,0.0,0.0
CNCC,0.0,0.25,0.0,0.0,0.0,,0.0
ccc(C)cc,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0
cN(C)C,0.16666666666666666,1.25,0.5225593745369407,0.0,0.0,,0.0
cccc(N)c,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cCCN,0.0,0.25,0.0,0.0,0.0,,0.0
NCCcc[nH],0.0,0.25,0.0,0.0,0.0,,0.0
cccccO,0.0,0.25,0.0,0.0,0.0,,0.0
ccN(C)C,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
ccNCC,0.16666666666666666,0.0,0.0,0.0,0.0,,0.0
cN(C)CC,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
cC(=O)c(c)c,0.0,0.25,0.0,0.0,0.0,,0.0
CCCN,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.0
NCCO,0.5,0.0,0.0,0.0,1.5,0.0,0.0
CNC(C)C,0.16666666666666666,0.0,0.0,0.0,0.5,0.0,0.0
CccccO,0.0,0.25,0.0,0.0,0.0,,0.0
cN(C)CCN,0.16666666666666666,0.25,0.9709505944546685,0.0,0.0,,0.0
